h_id,h_rating,image,h_type,city,release_date,nof_room,price
288,2,www.google.com,single family,Worcester,0000-00-00,5,64900
289,2,www.google.com,single family,Worcester,0000-00-00,5,145000
290,2,www.google.com,single family,Worcester,0000-00-00,6,244900
291,2,www.google.com,single family,Worcester,0000-00-00,9,122500
292,2,www.google.com,single family,Worcester,0000-00-00,7,125000
293,2,www.google.com,single family,Worcester,0000-00-00,6,179999
294,2,www.google.com,single family,Worcester,0000-00-00,10,219900
295,2,www.google.com,single family,Worcester,0000-00-00,6,78500
296,2,www.google.com,single family,Worcester,0000-00-00,5,178500
297,2,www.google.com,single family,Worcester,0000-00-00,8,239900
298,2,www.google.com,single family,Worcester,0000-00-00,8,230000
299,2,www.google.com,single family,Worcester,0000-00-00,10,189900
300,2,www.google.com,single family,Worcester,0000-00-00,9,235000
301,2,www.google.com,single family,Worcester,0000-00-00,5,179900
302,2,www.google.com,multi family,Worcester,0000-00-00,7,245500
303,2,www.google.com,multi family,Worcester,0000-00-00,7,235000
304,2,www.google.com,multi family,Worcester,0000-00-00,6,199500
305,2,www.google.com,multi family,Worcester,0000-00-00,8,250500
306,2,www.google.com,multi family,Worcester,0000-00-00,7,125000
307,2,www.google.com,multi family,Worcester,0000-00-00,5,184900
308,2,www.google.com,multi family,Worcester,0000-00-00,6,144900
309,2,www.google.com,multi family,Worcester,0000-00-00,5,165000
310,2,www.google.com,multi family,Worcester,0000-00-00,7,132000
311,2,www.google.com,multi family,Worcester,0000-00-00,8,249900
312,2,www.google.com,multi family,Worcester,0000-00-00,5,80000
313,2,www.google.com,multi family,Worcester,0000-00-00,5,79000
314,2,www.google.com,multi family,Worcester,0000-00-00,8,149900
315,2,www.google.com,multi family,Worcester,0000-00-00,6,79000
316,2,www.google.com,multi family,Worcester,0000-00-00,6,194900
317,2,www.google.com,multi family,Worcester,0000-00-00,9,187900
318,2,www.google.com,multi family,Worcester,0000-00-00,7,188000
319,2,www.google.com,multi family,Worcester,0000-00-00,7,154900
320,2,www.google.com,multi family,Worcester,0000-00-00,9,144900
321,2,www.google.com,multi family,Worcester,0000-00-00,6,129900
322,2,www.google.com,multi family,Worcester,0000-00-00,13,12500000
323,2,www.google.com,apartment,Worcester,0000-00-00,15,4750000
324,4,www.google.com,apartment,Boston,0000-00-00,17,4700000
325,4,www.google.com,apartment,Boston,0000-00-00,9,3800000
326,4,www.google.com,apartment,Boston,0000-00-00,14,10750000
327,1,www.google.com,apartment,Boston,0000-00-00,12,3300000
328,1,www.google.com,apartment,Boston,0000-00-00,10,3950000
329,1,www.google.com,apartment,Boston,0000-00-00,10,4995000
330,1,www.google.com,apartment,Boston,0000-00-00,10,5875000
331,1,www.google.com,apartment,Boston,0000-00-00,8,3999000
332,1,www.google.com,apartment,Boston,0000-00-00,11,4800000
333,1,www.google.com,apartment,Boston,0000-00-00,17,13950000
334,1,www.google.com,apartment,Boston,0000-00-00,14,6700000
335,1,www.google.com,apartment,Boston,0000-00-00,11,5500000
336,1,www.google.com,apartment,Boston,0000-00-00,15,10500000
337,1,www.google.com,apartment,Boston,0000-00-00,12,1395000
338,1,www.google.com,apartment,Boston,0000-00-00,13,8850000
339,1,www.google.com,apartment,Boston,0000-00-00,20,11750000
340,1,www.google.com,apartment,Boston,0000-00-00,18,15500000
341,1,www.google.com,apartment,Boston,0000-00-00,19,9300000
342,1,www.google.com,apartment,Boston,0000-00-00,13,3495000
343,1,www.google.com,apartment,Boston,0000-00-00,9,5699000
344,1,www.google.com,apartment,Boston,0000-00-00,8,2750000
345,1,www.google.com,apartment,Boston,0000-00-00,8,3500000
346,1,www.google.com,apartment,Boston,0000-00-00,7,1299000
347,1,www.google.com,apartment,Boston,0000-00-00,10,5750000
348,1,www.google.com,apartment,Boston,0000-00-00,12,4950000
349,1,www.google.com,apartment,Boston,0000-00-00,9,3500000
350,1,www.google.com,apartment,Boston,0000-00-00,6,1795000
351,1,www.google.com,apartment,Boston,0000-00-00,6,99900
352,1,www.google.com,apartment,Boston,0000-00-00,10,305000
353,1,www.google.com,apartment,Boston,0000-00-00,5,274900
354,1,www.google.com,apartment,Boston,0000-00-00,7,385000
355,1,www.google.com,apartment,Boston,0000-00-00,8,329000
356,1,www.google.com,apartment,Boston,0000-00-00,9,325000
357,1,www.google.com,apartment,Boston,0000-00-00,7,244000
358,1,www.google.com,apartment,Boston,0000-00-00,10,529900
359,1,www.google.com,apartment,Boston,0000-00-00,13,315000
360,1,www.google.com,apartment,Boston,0000-00-00,6,600000
361,1,www.google.com,apartment,Boston,0000-00-00,10,349000
362,1,www.google.com,apartment,Boston,0000-00-00,8,240000
363,1,www.google.com,apartment,Boston,0000-00-00,7,225000
364,1,www.google.com,apartment,Boston,0000-00-00,13,799000
365,1,www.google.com,apartment,Boston,0000-00-00,10,349900
366,1,www.google.com,apartment,Boston,0000-00-00,10,270000
367,1,www.google.com,apartment,Boston,0000-00-00,13,825000
368,1,www.google.com,apartment,Boston,0000-00-00,8,254900
369,1,www.google.com,apartment,Boston,0000-00-00,8,525000
370,1,www.google.com,apartment,Boston,0000-00-00,7,239000
371,1,www.google.com,apartment,Boston,0000-00-00,11,330000
372,1,www.google.com,apartment,Boston,0000-00-00,6,479900
373,1,www.google.com,apartment,Boston,0000-00-00,9,385000
374,1,www.google.com,condo,Boston,0000-00-00,78,369000
375,1,www.google.com,condo,Boston,0000-00-00,9,525000
376,1,www.google.com,condo,Boston,0000-00-00,11,429999
377,1,www.google.com,condo,Boston,0000-00-00,4,229900
378,1,www.google.com,condo,Boston,0000-00-00,6,325000
379,1,www.google.com,condo,Boston,0000-00-00,8,279000
380,1,www.google.com,condo,Boston,0000-00-00,6,289000
381,1,www.google.com,condo,Boston,0000-00-00,13,274900
382,1,www.google.com,condo,Boston,0000-00-00,12,649000
383,1,www.google.com,condo,Boston,0000-00-00,8,299900
384,1,www.google.com,condo,Boston,0000-00-00,11,559000
385,1,www.google.com,condo,Boston,0000-00-00,8,290000
386,1,www.google.com,condo,Boston,0000-00-00,9,459000
387,1,www.google.com,condo,Boston,0000-00-00,10,269000
388,1,www.google.com,condo,Boston,0000-00-00,8,319000
389,1,www.google.com,condo,Boston,0000-00-00,5,620000
390,1,www.google.com,condo,Boston,0000-00-00,6,169900
391,1,www.google.com,condo,Boston,0000-00-00,7,385000
392,1,www.google.com,condo,Boston,0000-00-00,8,465000
393,1,www.google.com,condo,Boston,0000-00-00,7,214000
394,1,www.google.com,condo,Boston,0000-00-00,7,264900
395,1,www.google.com,condo,Boston,0000-00-00,7,325000
396,1,www.google.com,condo,Boston,0000-00-00,6,239000
397,1,www.google.com,condo,Boston,0000-00-00,7,389900
398,1,www.google.com,condo,Boston,0000-00-00,7,389000
399,1,www.google.com,condo,Boston,0000-00-00,7,180000
400,1,www.google.com,condo,Boston,0000-00-00,3,180000
401,1,www.google.com,condo,Boston,0000-00-00,6,469900
402,1,www.google.com,condo,Boston,0000-00-00,9,935000
403,1,www.google.com,condo,Boston,0000-00-00,7,410000
404,1,www.google.com,condo,Boston,0000-00-00,6,519000
405,1,www.google.com,condo,Boston,0000-00-00,8,939000
406,1,www.google.com,condo,Boston,0000-00-00,10,399000
407,1,www.google.com,condo,Boston,0000-00-00,6,279000
408,1,www.google.com,condo,Boston,0000-00-00,6,329000
409,1,www.google.com,condo,Boston,0000-00-00,7,819000
410,1,www.google.com,condo,Boston,0000-00-00,11,1499000
411,1,www.google.com,condo,Boston,0000-00-00,9,869000
412,1,www.google.com,condo,Boston,0000-00-00,10,2750000
413,1,www.google.com,condo,Boston,0000-00-00,7,829900
414,1,www.google.com,condo,Boston,0000-00-00,12,1495000
415,1,www.google.com,condo,Boston,0000-00-00,7,899000
416,1,www.google.com,condo,Boston,0000-00-00,8,577000
417,1,www.google.com,condo,Boston,0000-00-00,7,899000
418,1,www.google.com,condo,Boston,0000-00-00,9,849900
419,1,www.google.com,condo,Boston,0000-00-00,6,475000
420,1,www.google.com,condo,Boston,0000-00-00,6,1049000
421,1,www.google.com,condo,Boston,0000-00-00,6,969000
422,1,www.google.com,condo,Boston,0000-00-00,6,649000
423,1,www.google.com,condo,Boston,0000-00-00,7,365000
424,1,www.google.com,condo,Boston,0000-00-00,8,360000
425,1,www.google.com,condo,Boston,0000-00-00,6,409000
426,1,www.google.com,condo,Boston,0000-00-00,8,699000
427,1,www.google.com,condo,Boston,0000-00-00,9,519900
428,1,www.google.com,condo,Boston,0000-00-00,7,749900
429,1,www.google.com,condo,Boston,0000-00-00,5,589000
430,1,www.google.com,condo,Boston,0000-00-00,7,629900
431,1,www.google.com,condo,Boston,0000-00-00,7,507200
432,1,www.google.com,condo,Boston,0000-00-00,7,317900
433,1,www.google.com,condo,Boston,0000-00-00,9,455000
434,1,www.google.com,condo,Boston,0000-00-00,6,299000
435,1,www.google.com,condo,Boston,0000-00-00,11,365000
436,1,www.google.com,condo,Boston,0000-00-00,7,269000
437,1,www.google.com,condo,Boston,0000-00-00,7,469000
438,1,www.google.com,condo,Boston,0000-00-00,8,399900
439,1,www.google.com,condo,Boston,0000-00-00,7,305000
440,4,www.google.com,condo,Boston,0000-00-00,7,249900
441,4,www.google.com,condo,Boston,0000-00-00,10,499000
442,4,www.google.com,condo,Boston,0000-00-00,7,449000
443,4,www.google.com,condo,Boston,0000-00-00,8,629900
444,4,www.google.com,condo,Boston,0000-00-00,9,425000
445,4,www.google.com,condo,Boston,0000-00-00,6,329900
446,5,www.google.com,condo,Boston,0000-00-00,7,289000
447,5,www.google.com,condo,Boston,0000-00-00,8,469000
448,5,www.google.com,condo,Boston,0000-00-00,6,299900
449,5,www.google.com,condo,Boston,0000-00-00,8,515000
450,5,www.google.com,condo,Boston,0000-00-00,7,339000
451,5,www.google.com,condo,Boston,0000-00-00,7,349000
452,5,www.google.com,condo,Boston,0000-00-00,6,599900
453,5,www.google.com,condo,Boston,0000-00-00,6,329000
454,5,www.google.com,condo,Boston,0000-00-00,7,339000
455,5,www.google.com,condo,Boston,0000-00-00,7,475000
456,5,www.google.com,condo,Boston,0000-00-00,5,149900
457,5,www.google.com,condo,Boston,0000-00-00,6,449000
458,5,www.google.com,condo,Boston,0000-00-00,7,469000
459,5,www.google.com,condo,Boston,0000-00-00,8,390000
460,5,www.google.com,condo,Boston,0000-00-00,7,479900
461,5,www.google.com,condo,Boston,0000-00-00,9,584900
462,5,www.google.com,condo,Boston,0000-00-00,9,459000
463,5,www.google.com,condo,Boston,0000-00-00,7,379900
464,5,www.google.com,condo,Boston,0000-00-00,6,289900
465,5,www.google.com,condo,Boston,0000-00-00,8,539000
466,5,www.google.com,condo,Boston,0000-00-00,7,429900
467,5,www.google.com,condo,Boston,0000-00-00,7,259900
468,5,www.google.com,condo,Boston,0000-00-00,7,572000
469,5,www.google.com,condo,Boston,0000-00-00,6,389900
470,5,www.google.com,condo,Boston,0000-00-00,6,379000
471,5,www.google.com,condo,Boston,0000-00-00,6,374000
472,5,www.google.com,condo,Boston,0000-00-00,7,469900
473,5,www.google.com,condo,Boston,0000-00-00,6,439900
474,5,www.google.com,condo,Boston,0000-00-00,8,519000
475,5,www.google.com,condo,Boston,0000-00-00,6,375000
